Points_0,Points_1,Points_2,Points_Magnitude,arc_length,Block Number,Point ID
-9.84825,-7.15118,-20.1245,23.5186,27.5242,4,20
-10.5499,-7.72111,-19.8199,23.7433,28.4781,4,21
-10.8476,-7.93887,-19.6786,23.8316,28.873,4,22
-11.2639,-8.27888,-19.4562,23.9574,29.4547,4,23
-11.5311,-8.4798,-19.3122,24.0382,29.8187,4,24
-12.1139,-8.72745,-18.9556,24.1294,30.5455,4,25
-12.2423,-8.7791,-18.8587,24.137,30.7144,4,26
19.224,8.89277,11.5548,24.1279,0,5,0
19.9058,7.76621,10.4127,23.7693,1.74306,5,1
20.1537,7.36742,9.93173,23.6451,2.41528,5,2
20.5611,6.6768,9.06154,23.4403,3.59855,5,3
20.8719,6.02639,8.23645,23.2334,4.69417,5,4
21.1091,5.52028,7.65794,23.1238,5.49858,5,5
21.5784,4.56865,6.36823,22.9577,7.16869,5,6
21.604,4.49399,6.26958,22.9399,7.29503,5,7
21.9777,3.3293,4.69283,22.7184,9.29059,5,8
22.1485,2.59562,3.61532,22.5912,10.6053,5,9
22.3288,1.23251,1.73808,22.4302,12.9322,5,10
22.4059,0.422541,0.706368,22.4211,14.2462,5,11
22.351,-0.449706,-0.566186,22.3627,15.79,5,12
22.305,-1.69204,-2.29523,22.4866,17.9195,5,13
22.2499,-2.12797,-2.99957,22.5518,18.7497,5,14
22.1741,-2.68185,-3.76165,22.6502,19.6948,5,15
22.1543,-2.74447,-3.85924,22.6547,19.8125,5,16
22.0837,-2.95958,-4.1637,22.6668,20.1919,5,17
21.5571,-4.33923,-6.1264,22.827,22.6481,5,18
21.4406,-4.63626,-6.49347,22.8771,23.1344,5,19
21.3253,-4.98108,-6.89048,22.9578,23.6728,5,20
21.1576,-5.38068,-7.38971,23.0478,24.3339,5,21
20.071,-7.25892,-9.98812,23.5648,27.7191,5,22
19.8267,-7.72052,-10.5529,23.7501,28.4884,5,23
19.6564,-7.97784,-10.8983,23.8494,28.9515,5,24
19.4729,-8.25864,-11.2409,23.9532,29.4311,5,25
19.2972,-8.50131,-11.5594,24.0473,29.8683,5,26
18.9921,-8.7072,-12.0562,24.1219,30.4866,5,27
18.8582,-8.77911,-12.2421,24.1366,30.7267,5,28
18.7942,-8.79598,-12.1988,24.0708,0,6,0
19.1339,-7.92469,-11.8155,23.8435,1.01066,6,1
19.204,-7.77844,-11.7161,23.8026,1.20084,6,2
19.3933,-7.23323,-11.3016,23.5828,1.91147,6,3
19.5377,-6.78379,-11.0576,23.4523,2.44285,6,4
20.2373,-5.10451,-9.74715,23.035,4.68487,6,5
20.3517,-4.83726,-9.56077,23,5.03019,6,6
20.9853,-3.22308,-8.08158,22.7175,7.30946,6,7
21.0016,-3.16978,-8.031,22.7071,7.38471,6,8
21.0288,-3.06803,-7.94809,22.6891,7.51875,6,9
21.088,-2.9004,-7.79141,22.6676,7.75572,6,10
21.353,-2.12625,-6.93794,22.5523,8.93807,6,11
21.8696,-0.518776,-5.1993,22.4852,11.3617,6,12
21.939,-0.283271,-4.91002,22.4836,11.7411,6,13
22.0479,0.266172,-4.25025,22.4554,12.6065,6,14
22.2981,1.35385,-2.74951,22.5078,14.4768,6,15
22.3824,1.88493,-2.05178,22.5551,15.3577,6,16
22.4163,2.23534,-1.54838,22.5807,15.972,6,17
22.4545,3.3904,0.229089,22.7102,18.0921,6,18
22.4315,4.04988,1.28293,22.8302,19.3355,6,19
22.2404,5.05836,3.0846,23.016,21.4091,6,20
22.1612,5.40811,3.70358,23.1102,22.1244,6,21
22.1335,5.48818,3.87258,23.1303,22.3135,6,22
21.9552,5.97699,4.84352,23.264,23.415,6,23
21.8108,6.30073,5.4795,23.3545,24.1431,6,24
21.7876,6.34416,5.56891,23.3658,24.2452,6,25
21.2344,7.14325,7.31446,23.5675,26.2431,6,26
20.7049,7.72621,8.65864,23.7352,27.801,6,27
20.2131,8.1924,9.80629,23.9134,29.1337,6,28
19.86,8.42661,10.4497,23.9713,29.9042,6,29
19.2058,8.89179,11.5348,24.1035,31.2539,6,30
-19.224,8.89277,-11.5548,24.1279,0,7,0
-19.9058,7.76621,-10.4127,23.7693,1.74306,7,1
-20.1537,7.36742,-9.93173,23.6451,2.41528,7,2
-20.5611,6.6768,-9.06154,23.4403,3.59855,7,3
-20.8719,6.02639,-8.23645,23.2334,4.69417,7,4
-21.1091,5.52028,-7.65794,23.1238,5.49858,7,5
-21.5784,4.56865,-6.36823,22.9577,7.16869,7,6
-21.604,4.49399,-6.26958,22.9399,7.29503,7,7
-21.9777,3.3293,-4.69283,22.7184,9.29059,7,8
-22.1485,2.59562,-3.61532,22.5912,10.6053,7,9
-22.3288,1.23251,-1.73808,22.4302,12.9322,7,10
-22.4059,0.422541,-0.706368,22.4211,14.2462,7,11
-22.351,-0.449706,0.566186,22.3627,15.79,7,12
-22.305,-1.69204,2.29523,22.4866,17.9195,7,13
-22.2499,-2.12797,2.99957,22.5518,18.7497,7,14
-22.1741,-2.68185,3.76165,22.6502,19.6948,7,15
-22.1543,-2.74447,3.85924,22.6547,19.8125,7,16
-22.0837,-2.95958,4.1637,22.6668,20.1919,7,17
-21.5571,-4.33923,6.1264,22.827,22.6481,7,18
-21.4406,-4.63626,6.49347,22.8771,23.1344,7,19
-21.3253,-4.98108,6.89048,22.9578,23.6728,7,20
-21.1576,-5.38068,7.38971,23.0478,24.3339,7,21
-20.071,-7.25892,9.98812,23.5648,27.7191,7,22
-19.8267,-7.72052,10.5529,23.7501,28.4884,7,23
-19.6564,-7.97784,10.8983,23.8494,28.9515,7,24
-19.4729,-8.25864,11.2409,23.9532,29.4311,7,25
-19.2972,-8.50131,11.5594,24.0473,29.8683,7,26
-18.9921,-8.7072,12.0562,24.1219,30.4866,7,27
-18.8582,-8.77911,12.2421,24.1366,30.7267,7,28
-18.7942,-8.79598,12.1988,24.0708,0,8,0
-19.1339,-7.92469,11.8155,23.8435,1.01066,8,1
-19.204,-7.77844,11.7161,23.8026,1.20084,8,2
-19.3933,-7.23323,11.3016,23.5828,1.91147,8,3
-19.5377,-6.78379,11.0576,23.4523,2.44285,8,4
-20.2373,-5.10451,9.74715,23.035,4.68487,8,5
-20.3517,-4.83726,9.56077,23,5.03019,8,6
-20.9853,-3.22308,8.08158,22.7175,7.30946,8,7
-21.0016,-3.16978,8.031,22.7071,7.38471,8,8
-21.0288,-3.06803,7.94809,22.6891,7.51875,8,9
-21.088,-2.9004,7.79141,22.6676,7.75572,8,10
-21.353,-2.12625,6.93794,22.5523,8.93807,8,11
-21.8696,-0.518776,5.1993,22.4852,11.3617,8,12
-21.939,-0.283271,4.91002,22.4836,11.7411,8,13
