Points_0,Points_1,Points_2,Points_Magnitude,arc_length,Block Number,Point ID
17.7586,-6.46768,41.3143,45.4321,0,1,0
17.3898,-6.21248,41.486,45.4102,0.480221,1,1
16.9916,-5.98487,41.6606,45.3887,0.971041,1,2
16.2408,-5.62305,41.9533,45.3372,1.85436,1,3
14.5107,-4.89376,42.5786,45.2487,3.83324,1,4
13.1202,-4.30698,43.0292,45.1907,5.4083,1,5
12.6639,-4.12719,43.1694,45.1775,5.91847,1,6
11.0115,-3.45455,43.616,45.1169,7.75756,1,7
10.2462,-3.16409,43.8047,45.0982,8.59757,1,8
7.06374,-1.92589,44.4274,45.0267,12.0687,1,9
6.40266,-1.68394,44.5301,45.0195,12.7801,1,10
6.18567,-1.60899,44.5464,45.0026,13.0103,1,11
2.7706,-0.322146,44.8317,44.9184,16.6709,1,12
-0.544734,0.849032,44.976,44.9873,20.19,1,13
-0.984161,1.00048,44.9721,44.994,20.6548,1,14
-1.3115,1.10395,44.9551,44.9877,20.9985,1,15
-4.69181,2.30689,44.6776,44.9824,24.5972,1,16
-6.98334,3.04316,44.3837,45.0327,27.022,1,17
-9.38849,3.86433,43.9956,45.1518,29.5929,1,18
-10.7229,4.29938,43.6873,45.189,31.0299,1,19
-11.9391,4.70711,43.3822,45.2406,32.3484,1,20
-12.867,5.0093,43.1052,45.2627,33.3629,1,21
-14.2818,5.48247,42.65,45.3106,34.9226,1,22
-16.1703,6.01196,41.9344,45.3444,37.0104,1,23
-17.0322,6.26331,41.5941,45.3806,37.9705,1,24
-17.7878,6.47861,41.2989,45.431,38.8098,1,25
-17.7484,6.50227,41.1895,45.3195,0,2,0
-16.7852,6.1084,41.6945,45.3595,1.15675,2,1
-15.545,5.61048,42.2007,45.3214,2.58575,2,2
-14.6736,5.29157,42.5147,45.2859,3.56537,2,3
-13.8324,4.96804,42.7966,45.25,4.50971,2,4
-12.8801,4.62429,43.098,45.2186,5.56609,2,5
-11.8165,4.2224,43.3936,45.1715,6.74086,2,6
-10.1528,3.62857,43.8227,45.1295,8.55873,2,7
-9.29504,3.30852,44.0151,45.1074,9.49427,2,8
-7.54598,2.6907,44.3401,45.0581,11.3775,2,9
-5.93661,2.09063,44.5592,45.0015,13.109,2,10
-3.1493,1.12179,44.8105,44.935,16.0706,2,11
0.350437,-0.13133,44.9765,44.9781,19.7916,2,12
0.696702,-0.246273,44.9786,44.9847,20.1565,2,13
1.08685,-0.377207,44.9647,44.9794,20.5682,2,14
4.33893,-1.54171,44.71,44.9465,24.0319,2,15
7.96831,-2.83125,44.2826,45.0828,27.9072,2,16
8.1194,-2.88881,44.258,45.0893,28.0707,2,17
11.4366,-4.08865,43.5179,45.181,31.675,2,18
11.5274,-4.12368,43.495,45.1852,31.7751,2,19
13.5519,-4.86747,42.9061,45.2579,34.0108,2,20
13.6501,-4.90622,42.8749,45.2621,34.1209,2,21
