Points_0,Points_1,Points_2,Points_Magnitude,arc_length,Block Number,Point ID
28.8434,4.39185,8.14404,30.2912,7.81145,5,5
29.0462,4.01587,7.48848,30.2636,8.59392,5,6
29.2918,3.38857,6.34897,30.1629,9.91767,5,7
29.5597,2.66585,4.99476,30.097,11.4759,5,8
29.6323,2.40805,4.49099,30.0673,12.0464,5,9
29.8924,1.32438,2.49333,30.0254,14.3339,5,10
29.9533,0.582978,1.09213,29.9789,15.9203,5,11
29.9882,0.106405,0.191032,29.989,16.9403,5,12
29.996,-0.0212638,-0.0400328,29.9961,17.2044,5,13
29.9875,-0.143135,-0.259937,29.989,17.4559,5,14
29.9525,-0.595937,-1.11617,29.9792,18.4252,5,15
29.8872,-1.36697,-2.57299,30.0288,20.0747,5,16
29.8566,-1.48283,-2.80094,30.0244,20.3323,5,17
29.3752,-3.15438,-5.859,30.1194,23.8504,5,18
29.1021,-3.86257,-7.21793,30.2316,25.407,5,19
28.572,-4.88743,-9.03909,30.3636,27.5629,5,20
28.2683,-5.40612,-9.98522,30.4636,28.6838,5,21
28.1292,-5.60444,-10.3605,30.4959,29.1305,5,22
27.2966,-6.75621,-12.3241,30.7023,31.5544,5,23
26.7121,-7.4089,-13.3562,30.7704,32.9082,5,24
26.0332,-8.08426,-14.5288,30.8896,34.4222,5,25
26.014,-8.0818,-14.5231,30.8701,0,6,0
26.5401,-7.24844,-13.934,30.8394,1.14813,6,1
26.572,-7.16869,-13.8916,30.8291,1.24395,6,2
26.6434,-7.04859,-13.7695,30.8083,1.42951,6,3
27.363,-5.7937,-12.26,30.5386,3.52022,6,4
27.4424,-5.64445,-12.0979,30.5173,3.75439,6,5
27.578,-5.37128,-11.7819,30.4665,4.19356,6,6
28.024,-4.43631,-10.5624,30.2752,5.79367,6,7
28.6099,-3.19773,-8.91252,30.1361,7.9383,6,8
29.349,-1.3898,-6.16349,30.0214,11.3105,6,9
29.3937,-1.26251,-5.97386,30.0212,11.5433,6,10
29.4197,-1.17531,-5.84491,30.0177,11.7011,6,11
29.7663,0.249372,-3.47801,29.9699,14.4854,6,12
29.8369,0.723744,-2.67424,29.9652,15.4213,6,13
29.9333,1.6493,-0.956734,29.994,17.3747,6,14
29.9488,2.80396,1.33407,30.1094,19.9401,6,15
29.9449,2.96829,1.63657,30.1361,20.2844,6,16
29.9246,3.06959,1.83221,30.1374,20.5057,6,17
29.5869,4.20244,4.18978,30.1761,23.143,6,18
29.0804,5.48855,7.19151,30.4551,26.4477,6,19
28.9989,5.66263,7.60669,30.5101,26.9052,6,20
28.811,5.93584,8.30001,30.5647,27.6737,6,21
28.4465,6.40828,9.44533,30.651,28.9652,6,22
28.1182,6.73264,10.2732,30.6839,29.913,6,23
27.7707,7.06651,11.1032,30.7316,30.8728,6,24
26.6169,7.81904,13.6899,30.9355,33.8034,6,25
26.4505,7.92756,14.0307,30.9731,34.1979,6,26
26.2167,8.06343,14.5097,31.0301,34.7479,6,27
-26.1973,8.0732,-14.4835,31.0039,0,7,0
-27.2982,6.78599,-12.4137,30.7464,2.67449,7,1
-27.3704,6.70755,-12.269,30.7353,2.85426,7,2
-27.5007,6.52779,-11.9431,30.6845,3.24854,7,3
-28.2981,5.36135,-9.90745,30.4579,5.72653,7,4
-28.8434,4.39185,-8.14404,30.2912,7.81145,7,5
-29.0462,4.01587,-7.48848,30.2636,8.59392,7,6
-29.2918,3.38857,-6.34897,30.1629,9.91767,7,7
-29.5597,2.66585,-4.99476,30.097,11.4759,7,8
-29.6323,2.40805,-4.49099,30.0673,12.0464,7,9
-29.8924,1.32438,-2.49333,30.0254,14.3339,7,10
-29.9533,0.582978,-1.09213,29.9789,15.9203,7,11
-29.9882,0.106405,-0.191032,29.989,16.9403,7,12
-29.996,-0.0212638,0.0400328,29.9961,17.2044,7,13
-29.9875,-0.143135,0.259937,29.989,17.4559,7,14
-29.9525,-0.595937,1.11617,29.9792,18.4252,7,15
-29.8872,-1.36697,2.57299,30.0288,20.0747,7,16
-29.8566,-1.48283,2.80094,30.0244,20.3323,7,17
-29.3752,-3.15438,5.859,30.1194,23.8504,7,18
-29.1021,-3.86257,7.21793,30.2316,25.407,7,19
-28.572,-4.88743,9.03909,30.3636,27.5629,7,20
-28.2683,-5.40612,9.98522,30.4636,28.6838,7,21
-28.1292,-5.60444,10.3605,30.4959,29.1305,7,22
-27.2966,-6.75621,12.3241,30.7023,31.5544,7,23
-26.7121,-7.4089,13.3562,30.7704,32.9082,7,24
-26.0332,-8.08426,14.5288,30.8896,34.4222,7,25
-26.014,-8.0818,14.5231,30.8701,0,8,0
-26.5401,-7.24844,13.934,30.8394,1.14813,8,1
-26.572,-7.16869,13.8916,30.8291,1.24395,8,2
-26.6434,-7.04859,13.7695,30.8083,1.42951,8,3
-27.363,-5.7937,12.26,30.5386,3.52022,8,4
-27.4424,-5.64445,12.0979,30.5173,3.75439,8,5
-27.578,-5.37128,11.7819,30.4665,4.19356,8,6
-28.024,-4.43631,10.5624,30.2752,5.79367,8,7
-28.6099,-3.19773,8.91252,30.1361,7.9383,8,8
-29.349,-1.3898,6.16349,30.0214,11.3105,8,9
-29.3937,-1.26251,5.97386,30.0212,11.5433,8,10
-29.4197,-1.17531,5.84491,30.0177,11.7011,8,11
-29.7663,0.249372,3.47801,29.9699,14.4854,8,12
-29.8369,0.723744,2.67424,29.9652,15.4213,8,13
-29.9333,1.6493,0.956734,29.994,17.3747,8,14
-29.9488,2.80396,-1.33407,30.1094,19.9401,8,15
-29.9449,2.96829,-1.63657,30.1361,20.2844,8,16
-29.9246,3.06959,-1.83221,30.1374,20.5057,8,17
-29.5869,4.20244,-4.18978,30.1761,23.143,8,18
-29.0804,5.48855,-7.19151,30.4551,26.4477,8,19
-28.9989,5.66263,-7.60669,30.5101,26.9052,8,20
-28.811,5.93584,-8.30001,30.5647,27.6737,8,21
-28.4465,6.40828,-9.44533,30.651,28.9652,8,22
-28.1182,6.73264,-10.2732,30.6839,29.913,8,23
-27.7707,7.06651,-11.1032,30.7316,30.8728,8,24
-26.6169,7.81904,-13.6899,30.9355,33.8034,8,25
-26.4505,7.92756,-14.0307,30.9731,34.1979,8,26
-26.2167,8.06343,-14.5097,31.0301,34.7479,8,27
