Points_0,Points_1,Points_2,Points_Magnitude,arc_length,Block Number,Point ID
-34.0842,-6.52511,15.6163,38.055,1.28905,8,2
-34.2249,-6.31806,15.3092,38.0215,1.68526,8,3
-34.5326,-5.91182,14.6177,37.9622,2.54426,8,4
-34.5694,-5.86138,14.528,37.9534,2.65353,8,5
-35.0109,-5.20818,13.3528,37.831,4.06868,8,6
-35.5921,-4.34109,11.7969,37.7466,5.94236,8,7
-35.6364,-4.26253,11.6604,37.737,6.10592,8,8
-36.4171,-2.85188,8.91955,37.6018,9.2858,8,9
-36.4813,-2.71006,8.64783,37.5901,9.59896,8,10
-36.8377,-1.83088,6.82395,37.5091,11.6548,8,11
-37.1414,-0.965238,4.94982,37.4823,13.7414,8,12
-37.2252,-0.614839,4.24802,37.4718,14.5303,8,13
-37.2573,-0.461397,3.92893,37.4668,14.8858,8,14
-37.4083,1.20547,0.102019,37.4279,19.0627,8,15
-37.4128,1.84995,-1.41041,37.485,20.7067,8,16
-37.2732,2.60464,-3.32683,37.5119,22.7711,8,17
-36.9424,3.59843,-5.9408,37.5897,25.5871,8,18
-36.7927,4.08991,-7.15057,37.7036,26.9015,8,19
-36.4888,4.58377,-8.44481,37.7328,28.3197,8,20
-36.0734,5.22863,-10.2021,37.8512,30.2371,8,21
-35.3744,6.01799,-12.3968,37.9637,32.6719,8,22
-35.124,6.25981,-13.0873,38.002,33.4452,8,23
-34.6782,6.63747,-14.2242,38.0652,34.7234,8,24
-33.9818,7.08069,-15.7756,38.1283,36.4808,8,25
-33.5897,7.28658,-16.518,38.1341,37.3452,8,26
