X_final,Y_final
0.0,0.0
0.06265053602602542,0.0007073136301799822
0.049499282929909336,0.0002801003986115838
0.12343452374646845,0.0007916073256171298
0.14173306772749333,0.0007127836671192314
0.14392407987659264,0.0006053065029228507
0.16203307933035913,0.00036329897158140915
0.2558230881499867,0.0001538083193237402
0.30514581623869697,0.0006136492225059906
0.3369978649660396,0.0012160384151689958
0.39264289728804047,0.0008561783243784629
0.45500370102768506,-0.0003735276941935629
0.49272892423213077,0.0004572521456092858
0.6166737399781306,0.0001493437234905784
0.6172853162560613,0.0001719711657493385
0.6178380267875575,0.0001962962162889763
0.6188630701392498,0.00022016929160477582
0.7400354387502567,0.0009015669237686588
0.7838154287705303,-0.0004071626544431683
0.8257727866811133,0.0004382089425779497
0.8796241958469871,-0.0004200413268718882
0.911788884319565,-4.805415545000087e-06
0.986043989774609,0.00013216748879489747
0.9999999999999998,1.1468135242147085e-17
0.9989720399414211,0.00041549356668674025
0.9764323259639437,0.00399890737130872
0.9298908089911344,0.010869963806094441
0.8957273129822957,0.014385518767495152
0.875026572086778,0.01613646718548477
0.8097909082164294,0.020857079106842532
0.7581404190172905,0.02401390386576967
0.7202196121723577,0.025735266046278175
0.6846667926218374,0.026517886141540506
0.6090565759118015,0.029684790227972584
0.5536260068808928,0.03124317392091131
0.5094369011668146,0.031234138782892933
0.39708638026552867,0.030385135683224037
0.3875338478133686,0.029970696005742366
0.36635997254582353,0.028751689032865645
0.3103190609814969,0.027329227432459174
0.2549707893304332,0.025216426669273012
0.24656705629796988,0.024652302345899567
0.1612198370822365,0.01978931538121996
0.1568395703693273,0.01935977005865195
0.1068601892908087,0.015314094774089156
0.06869161142567567,0.012486901458862757
0.06575401646836448,0.012264423315344134
0.042825921655937876,0.010161318378945029
0.03230987823776947,0.008591329584314066
0.008964184037668622,0.004783849069495232
-0.00032574001972950246,0.0002198949403838872
