X_final,Y_final
0.0,0.0
0.012410672082759347,-0.0030750748427021217
0.02844290705564407,-0.0026429717025572906
0.048646922235731936,-0.0024189854018210584
0.07395368527718856,-0.003890372653258544
0.11164309513405676,-0.005021616046462094
0.193580810830636,-0.003448668990861568
0.2357545454043819,-0.004337913083587818
0.26921301066411085,-0.004408805527616556
0.28114698067202415,-0.004024061558922989
0.3507977297890914,-0.004541744216022931
0.35552227169323314,-0.00428728822929932
0.4768187578432359,-0.006286109637658581
0.49533380419101436,-0.005273712250454604
0.5291045040460415,-0.004174938542110986
0.5772754529680278,-0.005062316899373475
0.6114695991318327,-0.006143631228329424
0.7083727714856574,-0.004686252408761859
0.7241801365924743,-0.005129076612330569
0.7546123211385298,-0.004353824528271789
0.821911965808169,-0.0052817407835287255
0.8355707449172324,-0.004676037939933855
0.8973790937204044,-0.004184004589878403
0.9170134199409793,-0.004318648186754526
0.9762088307275122,0.00035251613928316826
1.0,-7.811818477898193e-18
0.9994800990132511,0.0002485214807617427
0.9842553772764849,0.00460785192119139
0.9135242873085692,0.023554904459357952
0.8761310961583151,0.03180033477907148
0.8401315595683058,0.03960734713072979
0.8183814667016022,0.04316430768841469
0.7592608389832007,0.05345913036928154
0.7375847431430715,0.055892795404612096
0.6851464906321982,0.06286124990231808
0.6158366211710866,0.06679381439407425
0.5841066774597197,0.06972479060229277
0.5640690916473827,0.07030841586606854
0.5327406994600011,0.07150099381932529
0.4952075396544084,0.07178776160278563
0.38946136401598247,0.0680552302167643
0.36295891477464304,0.0676778595191623
0.3526753357824926,0.06744894724051675
0.2869283677575906,0.06165485215108951
0.23151123729000098,0.054611332010848834
0.2237173064633825,0.0540854930758605
0.20448595747255602,0.05095396259224982
0.14938044256254712,0.04177494242508425
0.13084026315437833,0.03629595568041167
0.08151182736038301,0.025119318599194286
0.05608228324493183,0.020874446084237056
0.031358998396104676,0.01361943537429246
0.012179036597250982,0.007002110020579726
-3.049766884441202e-05,0.0001014774943576678
