X_final,Y_final
0.0,0.0
0.06868061762067955,0.0012859217664562001
0.08148478817155701,0.0010548842005798193
0.11418757845734942,0.0006798713573780075
0.16519761244034645,0.0008307202597051865
0.18584586473695522,0.0013027800549641538
0.23365665042202666,0.0009269017663478624
0.24795627511656027,0.0008227258745702195
0.2512390679871109,0.000680980511994576
0.32965682501698573,0.0005960366597248015
0.405810411945309,0.00042099938917675167
0.41584404525020263,0.0005294344042453059
0.419905303821624,0.0006413870389941008
0.4993170348355576,0.0004003528598975405
0.5461217048338933,0.0008152517743576579
0.5824243240420441,0.0002456254271241534
0.6276456619963267,-0.0002022347092738548
0.6645039843882874,0.00022112021433305496
0.6858086622400342,0.0007916271356839532
0.747189289967501,0.0003842677391017838
0.8004484051382265,0.0011542274415225202
0.8315637332778809,0.00024749599204264614
0.9162794805294233,-0.00014380513233094454
0.9022456198389076,0.0004100370200588048
0.985729988332614,-0.0009601913147285142
0.9968815755621829,-0.0010638563536794331
1.001001374484691,-0.0008784092198833972
1.0,-5.595138237573559e-17
0.9179501855762812,0.017218252173115317
0.9038634018986242,0.01966132647761284
0.8584200242145695,0.02540667480644898
0.8352550611471639,0.028055228925915582
0.7589845237868635,0.03525643718869933
0.7529675416070635,0.03580727640737732
0.7116650320391483,0.038626168275235725
0.6745872393162338,0.04117249243233384
0.6692470033983592,0.04159426491218535
0.6636941948672113,0.04201079149129271
0.647136313210757,0.042693391327166
0.5834068695785035,0.045310865733950934
0.5500887486123481,0.0455328964763616
0.49912217327305985,0.046637725998240426
0.4620924590259024,0.04601487970779911
0.44082609277478446,0.04544459435227096
0.4121318472633872,0.0457553526191015
0.39961176730517267,0.04571591307152084
0.3188747858915823,0.042269413818820344
0.28891051886136776,0.0415485517902405
0.17342630735905173,0.029170214727653375
0.15613485642054448,0.02847717785794459
0.11809459752372889,0.0239669715023696
0.0840778404947185,0.019818347933080203
0.07158208575586429,0.017411782237130902
0.03655531755576034,0.012830034626140942
0.01210185750314922,0.006199616189739936
-0.000584892865300641,0.00033033660090466135
